20000658 3 
20002466 3 
21206333 0 e8035e4b5a80
21206557 0 e8035e4b5ac0
21206781 0 e8035e4b5b00
21207005 0 e8035e4b5b40
21207229 0 e8035e4b5b80
21207453 0 e8035e4b5bc0
21207677 0 e8035e4b5c00
21207901 0 e8035e4b5c40
21208125 0 e8035e4b5c80
21208349 0 e8035e4b5cc0
21208573 0 e8035e4b5d00
21208797 0 e8035e4b5d40
21209021 0 e8035e4b5d80
21209245 0 e8035e4b5dc0
21209469 0 e8035e4b5e00
21209693 0 e8035e4b5e40
21209917 0 e8035e4b5e80
21210141 0 e8035e4b5ec0
21210365 0 e8035e4b5f00
21210589 0 e8035e4b5f40
21210864 0 e8035e4b3f80
21212672 0 e8035e4b3fc0
21214480 0 e8035e4b4000
21216288 0 e8035e4b6040
21218096 0 e8035e4b6080
21219904 0 e8035e4b60c0
21221712 0 e8035e4b6100
21223520 0 e8035e4b6140
21225328 0 e8035e4b6180
21227136 0 e8035e4b61c0
21228944 0 e8035e4b6200
21230752 0 e8035e4b6240
21232560 0 e8035e4b6280
21234368 0 e8035e4b62c0
21236176 0 e8035e4b6300
21237984 0 e8035e4b6340
21239792 0 e8035e4b6380
21241600 0 e8035e4b63c0
21243408 0 e8035e4b6400
21245216 0 e8035e4b6440
21247024 0 e8035e4b6480
21248832 0 e8035e4b64c0
21250640 0 e8035e4b6500
21252448 0 e8035e4b6540
21254256 0 e8035e4b6580
21256064 0 e8035e4b65c0
21257872 0 e8035e4b6600
21259680 0 e8035e4b6640
21261488 0 e8035e4b6680
21263296 0 e8035e4b66c0
21265104 0 e8035e4b6700
21266912 0 e8035e4b6740
21268720 0 e8035e4b6780
21270528 0 e8035e4b67c0
21272336 0 e8035e4b6800
21274144 0 e8035e4b6840
21275952 0 e8035e4b6880
21277760 0 e8035e4b68c0
21279568 0 e8035e4b6900
21281376 0 e8035e4b6940
21283184 0 e8035e4b6980
21284992 0 e8035e4b69c0
21286800 0 e8035e4b6a00
21288608 0 e8035e4b6a40
21290416 0 e8035e4b6a80
21292224 0 e8035e4b6ac0
21294032 0 e8035e4b6b00
21295840 0 e8035e4b6b40
21297648 0 e8035e4b6b80
21299456 0 e8035e4b6bc0
21301264 0 e8035e4b6c00
21303072 0 e8035e4b6c40
21304880 0 e8035e4b6c80
21306688 0 e8035e4b6cc0
21308496 0 e8035e4b6d00
21310304 0 e8035e4b6d40
21312112 0 e8035e4b6d80
21313920 0 e8035e4b6dc0
21315728 0 e8035e4b6e00
21317536 0 e8035e4b6e40
21319344 0 e8035e4b6e80
21321152 0 e8035e4b6ec0
21322960 0 e8035e4b6f00
21324768 0 e8035e4b6f40
21326382 0 e8035e4b8740
21326480 0 e8035e4b8780
21326704 0 e8035e4b87c0
21326928 0 e8035e4b8800
21327152 0 e8035e4b8840
21327376 0 e8035e4b8880
21327600 0 e8035e4b88c0
21327824 0 e8035e4b8900
21328048 0 e8035e4b8940
21328272 0 e8035e4b8980
21328496 0 e8035e4b89c0
21328720 0 e8035e4b8a00
21328944 0 e8035e4b8a40
21329168 0 e8035e4b8a80
21329392 0 e8035e4b8ac0
21329616 0 e8035e4b8b00
21329840 0 e8035e4b8b40
21330064 0 e8035e4b8b80
21330288 0 e8035e4b8bc0
21330512 0 e8035e4b8c00
21330736 0 e8035e4b8c40
21330960 0 e8035e4b8c80
21331184 0 e8035e4b8cc0
21331408 0 e8035e4b8d00
21331632 0 e8035e4b8d40
21331856 0 e8035e4b8d80
21332080 0 e8035e4b8dc0
21332304 0 e8035e4b8e00
21332528 0 e8035e4b8e40
21332752 0 e8035e4b8e80
21332976 0 e8035e4b8ec0
21333200 0 e8035e4b8f00
21333424 0 e8035e4b8f40
21333557 0 e8035e4b6f80
21334235 0 e8035e4b6fc0
21336043 0 e8035e4b7000
21337851 0 e8035e4b9040
21339659 0 e8035e4b9080
21341467 0 e8035e4b90c0
21343275 0 e8035e4b9100
21345083 0 e8035e4b9140
21346891 0 e8035e4b9180
21348699 0 e8035e4b91c0
21350507 0 e8035e4b9200
21352315 0 e8035e4b9240
21354123 0 e8035e4b9280
21355931 0 e8035e4b92c0
21357739 0 e8035e4b9300
21359547 0 e8035e4b9340
21361355 0 e8035e4b9380
21363163 0 e8035e4b93c0
21364971 0 e8035e4b9400
21366779 0 e8035e4b9440
21368587 0 e8035e4b9480
21370395 0 e8035e4b94c0
21372203 0 e8035e4b9500
21374011 0 e8035e4b9540
21375819 0 e8035e4b9580
21377627 0 e8035e4b95c0
21379435 0 e8035e4b9600
21381243 0 e8035e4b9640
21383051 0 e8035e4b9680
21384859 0 e8035e4b96c0
21386667 0 e8035e4b9700
21388475 0 e8035e4b9740
21390283 0 e8035e4b9780
21392091 0 e8035e4b97c0
21393899 0 e8035e4b9800
21395707 0 e8035e4b9840
21397515 0 e8035e4b9880
21399323 1 e8035e4b98c0
21401131 1 e8035e4b9900
21402939 1 e8035e4b9940
21404747 1 e8035e4b9980
21406555 1 e8035e4b99c0
21408363 1 e8035e4b9a00
21410171 1 e8035e4b9a40
21411979 1 e8035e4b9a80
21413787 1 e8035e4b9ac0
21415595 1 e8035e4b9b00
21417403 1 e8035e4b9b40
21419211 1 e8035e4b9b80
21421019 1 e8035e4b9bc0
21422827 1 e8035e4b9c00
21424635 1 e8035e4b9c40
21426443 1 e8035e4b9c80
21428251 1 e8035e4b9cc0
21430059 1 e8035e4b9d00
21431867 1 e8035e4b9d40
21433675 1 e8035e4b9d80
21435483 0 e8035e4b9dc0
21437291 0 e8035e4b9e00
21439099 0 e8035e4b9e40
21440907 0 e8035e4b9e80
21442715 0 e8035e4b9ec0
21444523 0 e8035e4b9f00
21446331 0 e8035e4b9f40
21448139 0 e8035e4b9f80
21449301 0 e8035e4bb740
21449315 0 e8035e4bb780
21449539 0 e8035e4bb7c0
21449763 0 e8035e4bb800
21449987 0 e8035e4bb840
21450211 0 e8035e4bb880
21450435 0 e8035e4bb8c0
21450659 0 e8035e4bb900
21450883 0 e8035e4bb940
21451107 0 e8035e4bb980
21451331 0 e8035e4bb9c0
21451555 0 e8035e4bba00
21451779 0 e8035e4bba40
21452003 0 e8035e4bba80
21452227 0 e8035e4bbac0
21452451 0 e8035e4bbb00
21452675 0 e8035e4bbb40
21452899 0 e8035e4bbb80
21453123 0 e8035e4bbbc0
21453347 0 e8035e4bbc00
21453571 0 e8035e4bbc40
21453795 0 e8035e4bbc80
21454019 0 e8035e4bbcc0
21454243 0 e8035e4bbd00
21454467 0 e8035e4bbd40
21454691 0 e8035e4bbd80
21454915 0 e8035e4bbdc0
21455139 0 e8035e4bbe00
21455363 0 e8035e4bbe40
21455587 0 e8035e4bbe80
21455811 0 e8035e4bbec0
21456035 0 e8035e4bbf00
21456259 0 e8035e4bbf40
21456476 0 e8035e4b9fc0
21457606 0 e8035e4ba000
21459414 0 e8035e4bc040
21461222 0 e8035e4bc080
21463030 0 e8035e4bc0c0
21464838 0 e8035e4bc100
21466646 0 e8035e4bc140
21468454 0 e8035e4bc180
21470262 0 e8035e4bc1c0
21472070 0 e8035e4bc200
21473878 0 e8035e4bc240
21475686 0 e8035e4bc280
21477494 0 e8035e4bc2c0
21479302 0 e8035e4bc300
21481110 0 e8035e4bc340
21482918 0 e8035e4bc380
21484726 0 e8035e4bc3c0
21486534 0 e8035e4bc400
21488342 0 e8035e4bc440
21490150 1 e8035e4bc480
21491958 1 e8035e4bc4c0
21493766 1 e8035e4bc500
21495574 1 e8035e4bc540
21497382 1 e8035e4bc580
21499190 1 e8035e4bc5c0
21500998 1 e8035e4bc600
21502806 1 e8035e4bc640
21504614 1 e8035e4bc680
21506422 1 e8035e4bc6c0
21508230 1 e8035e4bc700
21510038 1 e8035e4bc740
21511846 1 e8035e4bc780
21513654 1 e8035e4bc7c0
21515462 1 e8035e4bc800
21517270 1 e8035e4bc840
21519078 1 e8035e4bc880
21520886 1 e8035e4bc8c0
21522694 1 e8035e4bc900
21524502 1 e8035e4bc940
21526310 0 e8035e4bc980
21528118 0 e8035e4bc9c0
21529926 0 e8035e4bca00
21531734 0 e8035e4bca40
21533542 0 e8035e4bca80
21535350 0 e8035e4bcac0
21537158 0 e8035e4bcb00
21538966 0 e8035e4bcb40
21540774 0 e8035e4bcb80
21542582 0 e8035e4bcbc0
21544390 0 e8035e4bcc00
21546198 0 e8035e4bcc40
21548006 0 e8035e4bcc80
21549814 0 e8035e4bccc0
21551622 0 e8035e4bcd00
21553430 0 e8035e4bcd40
21555238 0 e8035e4bcd80
21557046 0 e8035e4bcdc0
21558854 0 e8035e4bce00
21560662 0 e8035e4bce40
21562470 0 e8035e4bce80
21564278 0 e8035e4bcec0
21566086 0 e8035e4bcf00
21567894 0 e8035e4bcf40
21569702 0 e8035e4bcf80
21571510 0 e8035e4bcfc0
21572220 0 e8035e4be780
21572374 0 e8035e4be7c0
21572598 0 e8035e4be800
21572822 0 e8035e4be840
21573046 0 e8035e4be880
21573270 0 e8035e4be8c0
21573494 0 e8035e4be900
21573718 0 e8035e4be940
21573942 0 e8035e4be980
21574166 0 e8035e4be9c0
21574390 0 e8035e4bea00
21574614 0 e8035e4bea40
21574838 0 e8035e4bea80
21575062 0 e8035e4beac0
21575286 1 e8035e4beb00
21575510 1 e8035e4beb40
21575734 1 e8035e4beb80
21575958 1 e8035e4bebc0
21576182 1 e8035e4bec00
21576406 1 e8035e4bec40
21576630 1 e8035e4bec80
21576854 1 e8035e4becc0
21577078 1 e8035e4bed00
21577302 1 e8035e4bed40
21577526 1 e8035e4bed80
21577750 1 e8035e4bedc0
21577974 1 e8035e4bee00
21578198 1 e8035e4bee40
21578422 1 e8035e4bee80
21578646 1 e8035e4beec0
21578870 1 e8035e4bef00
21579094 1 e8035e4bef40
21579318 1 e8035e4bef80
21579395 1 
21580977 0 e8035e4bf040
21582785 0 e8035e4bf080
21584593 0 e8035e4bf0c0
21586401 0 e8035e4bf100
21588209 0 e8035e4bf140
21590017 0 e8035e4bf180
21591825 0 e8035e4bf1c0
21593633 0 e8035e4bf200
21595441 0 e8035e4bf240
21597249 0 e8035e4bf280
21599057 0 e8035e4bf2c0
21600865 0 e8035e4bf300
21602673 0 e8035e4bf340
21604481 0 e8035e4bf380
21606289 0 e8035e4bf3c0
21608097 0 e8035e4bf400
21609905 0 e8035e4bf440
21611713 0 e8035e4bf480
21613521 0 e8035e4bf4c0
21615329 0 e8035e4bf500
21617137 0 e8035e4bf540
21618945 0 e8035e4bf580
21620753 0 e8035e4bf5c0
21622561 0 e8035e4bf600
21624369 0 e8035e4bf640
21626177 0 e8035e4bf680
21627985 0 e8035e4bf6c0
21629793 0 e8035e4bf700
21631601 0 e8035e4bf740
21633409 0 e8035e4bf780
21635217 0 e8035e4bf7c0
21637025 0 e8035e4bf800
21638833 0 e8035e4bf840
21640641 0 e8035e4bf880
21642449 0 e8035e4bf8c0
21644257 0 e8035e4bf900
21646065 0 e8035e4bf940
21647873 0 e8035e4bf980
21649681 0 e8035e4bf9c0
21651489 0 e8035e4bfa00
21653297 0 e8035e4bfa40
21655105 0 e8035e4bfa80
21656913 0 e8035e4bfac0
21658721 0 e8035e4bfb00
21660529 0 e8035e4bfb40
21662337 0 e8035e4bfb80
21664145 0 e8035e4bfbc0
21665953 0 e8035e4bfc00
21667761 0 e8035e4bfc40
21669569 0 e8035e4bfc80
21671377 0 e8035e4bfcc0
21673185 0 e8035e4bfd00
21674993 0 e8035e4bfd40
21676801 0 e8035e4bfd80
21678609 0 e8035e4bfdc0
21680417 0 e8035e4bfe00
21682225 0 e8035e4bfe40
21684033 0 e8035e4bfe80
21685841 0 e8035e4bfec0
21687649 0 e8035e4bff00
21689457 0 e8035e4bff40
21691265 0 e8035e4bff80
21693073 0 e8035e4bffc0
21694881 0 e8035e4c0000
21695139 0 e8035e4c1780
21695209 0 e8035e4c17c0
21695433 0 e8035e4c1800
21695657 0 e8035e4c1840
21695881 0 e8035e4c1880
21696105 0 e8035e4c18c0
21696329 0 e8035e4c1900
21696553 0 e8035e4c1940
21696777 0 e8035e4c1980
21697001 0 e8035e4c19c0
21697225 0 e8035e4c1a00
21697449 0 e8035e4c1a40
21697673 0 e8035e4c1a80
21697897 0 e8035e4c1ac0
21698121 0 e8035e4c1b00
21698345 0 e8035e4c1b40
21698569 1 e8035e4c1b80
21698793 1 e8035e4c1bc0
21699017 1 e8035e4c1c00
21699241 1 e8035e4c1c40
21699465 1 e8035e4c1c80
21699689 1 e8035e4c1cc0
21699913 1 e8035e4c1d00
21700137 1 e8035e4c1d40
21700361 1 e8035e4c1d80
21700585 1 e8035e4c1dc0
21700809 1 e8035e4c1e00
21701033 1 e8035e4c1e40
21701257 1 e8035e4c1e80
21701481 1 e8035e4c1ec0
21701705 1 e8035e4c1f00
21701929 1 e8035e4c1f40
21702153 1 e8035e4c1f80
21702540 1 e8035e4c2040
21704348 1 e8035e4c2080
21706156 1 e8035e4c20c0
21707964 0 e8035e4c2100
21709772 0 e8035e4c2140
21711580 0 e8035e4c2180
21713388 0 e8035e4c21c0
21715196 0 e8035e4c2200
21717004 0 e8035e4c2240
21718812 0 e8035e4c2280
21720620 0 e8035e4c22c0
21722428 0 e8035e4c2300
21724236 0 e8035e4c2340
21726044 0 e8035e4c2380
21727852 0 e8035e4c23c0
21729660 0 e8035e4c2400
21731468 0 e8035e4c2440
21733276 0 e8035e4c2480
21735084 0 e8035e4c24c0
21736892 0 e8035e4c2500
21738700 0 e8035e4c2540
21740508 0 e8035e4c2580
21742316 0 e8035e4c25c0
21744124 0 e8035e4c2600
21745932 0 e8035e4c2640
21747740 0 e8035e4c2680
21749548 0 e8035e4c26c0
21751356 0 e8035e4c2700
21753164 0 e8035e4c2740
21754972 0 e8035e4c2780
21756780 0 e8035e4c27c0
21758588 0 e8035e4c2800
21760396 0 e8035e4c2840
21762204 0 e8035e4c2880
21764012 0 e8035e4c28c0
21765820 0 e8035e4c2900
21767628 0 e8035e4c2940
21769436 0 e8035e4c2980
21771244 0 e8035e4c29c0
21773052 0 e8035e4c2a00
21774860 0 e8035e4c2a40
21776668 0 e8035e4c2a80
21778476 0 e8035e4c2ac0
21780284 0 e8035e4c2b00
21782092 0 e8035e4c2b40
21783900 0 e8035e4c2b80
21785708 0 e8035e4c2bc0
21787516 0 e8035e4c2c00
21789324 0 e8035e4c2c40
21791132 0 e8035e4c2c80
21792940 0 e8035e4c2cc0
21794748 0 e8035e4c2d00
21796556 0 e8035e4c2d40
21798364 0 e8035e4c2d80
21800172 0 e8035e4c2dc0
21801980 0 e8035e4c2e00
21803788 0 e8035e4c2e40
21805596 0 e8035e4c2e80
21807404 0 e8035e4c2ec0
21809212 0 e8035e4c2f00
21811020 0 e8035e4c2f40
21812828 0 e8035e4c2f80
21814636 0 e8035e4c2fc0
21816444 0 e8035e4c3000
21818058 0 e8035e4c47c0
21818268 0 e8035e4c4800
21818492 0 e8035e4c4840
21818716 0 e8035e4c4880
21818940 0 e8035e4c48c0
21819164 0 e8035e4c4900
21819388 0 e8035e4c4940
21819612 0 e8035e4c4980
21819836 0 e8035e4c49c0
21820060 0 e8035e4c4a00
21820284 0 e8035e4c4a40
21820508 0 e8035e4c4a80
21820732 0 e8035e4c4ac0
21820956 0 e8035e4c4b00
21821180 0 e8035e4c4b40
21821404 0 e8035e4c4b80
21821628 0 e8035e4c4bc0
21821852 0 e8035e4c4c00
21822076 0 e8035e4c4c40
21822300 0 e8035e4c4c80
21822524 0 e8035e4c4cc0
21822748 0 e8035e4c4d00
21822972 0 e8035e4c4d40
21823196 0 e8035e4c4d80
21823420 0 e8035e4c4dc0
21823644 0 e8035e4c4e00
21823868 0 e8035e4c4e40
21824092 0 e8035e4c4e80
21824316 0 e8035e4c4ec0
21824540 0 e8035e4c4f00
21824764 0 e8035e4c4f40
21824988 0 e8035e4c4f80
21825212 0 e8035e4c4fc0
21825233 0 e8035e4c5040
21825911 0 e8035e4c5080
21827719 0 e8035e4c50c0
21829527 0 e8035e4c5100
21831335 0 e8035e4c5140
21833143 0 e8035e4c5180
21834951 0 e8035e4c51c0
21836759 0 e8035e4c5200
21838567 0 e8035e4c5240
21840375 0 e8035e4c5280
21842183 0 e8035e4c52c0
21843991 0 e8035e4c5300
21845799 0 e8035e4c5340
21847607 0 e8035e4c5380
21849415 0 e8035e4c53c0
21851223 0 e8035e4c5400
21853031 0 e8035e4c5440
21854839 0 e8035e4c5480
21856647 0 e8035e4c54c0
21858455 0 e8035e4c5500
21860263 0 e8035e4c5540
21862071 0 e8035e4c5580
21863879 0 e8035e4c55c0
21865687 0 e8035e4c5600
21867495 0 e8035e4c5640
21869303 0 e8035e4c5680
21871111 0 e8035e4c56c0
21872919 0 e8035e4c5700
21874727 0 e8035e4c5740
21876535 0 e8035e4c5780
21878343 0 e8035e4c57c0
21880151 0 e8035e4c5800
21881959 0 e8035e4c5840
21883767 0 e8035e4c5880
21885575 0 e8035e4c58c0
21887383 0 e8035e4c5900
21889191 0 e8035e4c5940
21890999 0 e8035e4c5980
21892807 0 e8035e4c59c0
21894615 0 e8035e4c5a00
21896423 0 e8035e4c5a40
21898231 0 e8035e4c5a80
21900039 0 e8035e4c5ac0
21901847 0 e8035e4c5b00
21903655 0 e8035e4c5b40
21905463 0 e8035e4c5b80
21907271 1 e8035e4c5bc0
21909079 1 e8035e4c5c00
21910887 1 e8035e4c5c40
21912695 1 e8035e4c5c80
21914503 1 e8035e4c5cc0
21916311 1 e8035e4c5d00
21918119 1 e8035e4c5d40
21919927 1 e8035e4c5d80
21921735 1 e8035e4c5dc0
21923543 1 e8035e4c5e00
21925351 1 e8035e4c5e40
21927159 1 e8035e4c5e80
21928967 1 e8035e4c5ec0
21930775 1 e8035e4c5f00
21932583 1 e8035e4c5f40
21934391 1 e8035e4c5f80
21936199 1 e8035e4c5fc0
21938007 1 
21939815 1 e8035e4c7040
21940977 1 
21941103 1 e8035e4c8800
21941327 1 e8035e4c8840
21941551 1 e8035e4c8880
21941775 1 e8035e4c88c0
21941999 1 e8035e4c8900
21942223 1 e8035e4c8940
21942447 1 e8035e4c8980
21942671 1 e8035e4c89c0
21942895 1 e8035e4c8a00
21943119 1 e8035e4c8a40
21943343 1 e8035e4c8a80
21943567 1 e8035e4c8ac0
21943791 1 e8035e4c8b00
21944015 1 e8035e4c8b40
21944239 1 e8035e4c8b80
21944463 1 e8035e4c8bc0
21944687 1 e8035e4c8c00
21944911 1 e8035e4c8c40
21945135 1 e8035e4c8c80
21945359 1 e8035e4c8cc0
21945583 0 e8035e4c8d00
21945807 0 e8035e4c8d40
21946031 0 e8035e4c8d80
21946255 0 e8035e4c8dc0
21946479 0 e8035e4c8e00
21946703 0 e8035e4c8e40
21946927 0 e8035e4c8e80
21947151 0 e8035e4c8ec0
21947375 0 e8035e4c8f00
21947599 0 e8035e4c8f40
21947823 0 e8035e4c8f80
21948047 0 e8035e4c8fc0
21948152 0 e8035e4c7080
21949282 0 e8035e4c70c0
21951090 0 e8035e4c7100
21952898 0 e8035e4c7140
21954706 0 e8035e4c7180
21956514 0 e8035e4c71c0
21958322 0 e8035e4c7200
21960130 0 e8035e4c7240
21961938 0 e8035e4c7280
21963746 0 e8035e4c72c0
21965554 0 e8035e4c7300
21967362 0 e8035e4c7340
21969170 0 e8035e4c7380
21970978 0 e8035e4c73c0
21972786 0 e8035e4c7400
21974594 0 e8035e4c7440
21976402 0 e8035e4c7480
21978210 0 e8035e4c74c0
21980018 0 e8035e4c7500
21981826 0 e8035e4c7540
21983634 0 e8035e4c7580
21985442 0 e8035e4c75c0
21987250 0 e8035e4c7600
21989058 0 e8035e4c7640
21990866 0 e8035e4c7680
21992674 0 e8035e4c76c0
21994482 0 e8035e4c7700
21996290 0 e8035e4c7740
21998098 0 e8035e4c7780
21999906 0 e8035e4c77c0
